NÚM.;AÑO;NIVEL;GÉNERO;GRADO;GRUPO;FECHA NAC;EDAD;NACIONALIDAD;EDO. ORIGEN;MUNICIPIO;NIVEL DE PROCEDENCIA;INGRESO;NIVEL ACTUAL;CATEGORÍA;UNIDAD ACADÉMICA;PROGRAMA EDUCATIVO;SEDE;EDO. SEDE;FECHA DE INGRESO;EDO. CIVIL;PAIS EST;LUGAR BACHILLERATO;INSTITUCIÓN;NUEVO INGRESO;LENGUA;AFRODESCENDIENTE;DISCAPACIDAD;TIPO DISCAPACIDAD
633;2022;LICENCIATURA;H;7;4;30/11/1999;22;MEXICANA;MICHOACÁN;SUSUPUATO, MICH.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;2/08/2018;;;;;;;;;
634;2022;LICENCIATURA;M;4;7;21/07/2003;19;MEXICANA;MORELOS;JIUTEPEC, MOR.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERÍA EN RESTAURACIÓN FORESTAL;CHAPINGO;MÉXICO;9/06/2021;;;MORELOS;;NI;;;;
635;2022;LICENCIATURA;M;6;5;22/10/2001;20;MEXICANA;VERACRUZ;HUATUSCO, VER.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;INGENIERÍA EN ECONOMÍA AGRÍCOLA;CHAPINGO;MÉXICO;27/08/2019;;;;;;;;;
636;2022;LICENCIATURA;M;4;1;2/10/2002;19;MEXICANA;MICHOACÁN;YURECUARO, MICH.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;20/08/2019;;;MÉXICO;;NI;;;;
637;2022;MEDIO SUPERIOR;M;3;5;19/07/2004;18;MEXICANA;MICHOACÁN;YURECUARO, MICH.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;;;;
638;2022;MEDIO SUPERIOR;H;3;7;28/05/2004;18;MEXICANA;GUANAJUATO;IRAPUATO, GTO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/09/2020;;;;;;;;;
639;2022;LICENCIATURA;H;7;2;7/06/2001;21;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;21/07/2016;;;;;;;;;
640;2022;LICENCIATURA;M;7;3;12/06/1998;24;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN ECONOMÍA;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;;
641;2022;LICENCIATURA;H;5;8;11/02/2002;20;MEXICANA;MÉXICO;ZUMPAHUACAN, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN ADMINISTRACIÓN Y NEGOCIOS;CHAPINGO;MÉXICO;12/08/2020;;;;;;;;;
642;2022;LICENCIATURA;H;4;3;16/06/2003;19;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2018;;;MÉXICO;;RI;;;;
643;2022;LICENCIATURA;M;7;4;24/08/1999;23;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;21/07/2014;;;;;;;;;
644;2022;LICENCIATURA;H;4;1;5/11/2004;17;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN SOCIOLOGÍA RURAL;INGENIERO AGRÓNOMO ESPECIALISTA EN SOCIOLOGÍA RURAL;CHAPINGO;MÉXICO;21/08/2019;;;MÉXICO;;NI;;;;
645;2022;LICENCIATURA;H;7;7;25/09/1997;25;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;EXTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERÍA EN RESTAURACIÓN FORESTAL;CHAPINGO;MÉXICO;3/08/2017;;;;;;;;;
646;2022;LICENCIATURA;H;4;1;27/10/2003;18;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;21/08/2019;;;MÉXICO;;NI;;;;
647;2022;LICENCIATURA;M;4;2;11/10/2003;18;MEXICANA;GUERRERO;ALCOZAUCA DE GUERRERO, GRO.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;9/06/2021;;;GUERRERO;;NI;;SÍ;;
648;2022;LICENCIATURA;M;5;7;10/03/2003;19;MEXICANA;GUERRERO;CUALAC, GRO.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN ADMINISTRACIÓN Y NEGOCIOS;CHAPINGO;MÉXICO;31/07/2018;;;;;;;;;
649;2022;MEDIO SUPERIOR;H;1;16;28/09/2006;16;MEXICANA;GUERRERO;CUALAC, GRO.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
650;2022;LICENCIATURA;M;5;7;23/03/2002;20;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERÍA EN RESTAURACIÓN FORESTAL;CHAPINGO;MÉXICO;12/04/2020;;;;;;;;;
651;2022;LICENCIATURA;H;4;5;21/03/2003;19;MEXICANA;NAYARIT;XALISCO, NAY.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;9/06/2021;;;NAYARIT;;NI;;;;
652;2022;LICENCIATURA;H;4;1;27/10/2003;18;MEXICANA;GUERRERO;MALINALTEPEC, GRO.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;30/07/2018;;;MÉXICO;;RI;TLAPANECO;;;
653;2022;LICENCIATURA;M;4;2;31/03/2002;20;MEXICANA;GUERRERO;MALINALTEPEC, GRO.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;9/06/2021;;;GUERRERO;;NI;;SÍ;;
654;2022;LICENCIATURA;H;7;5;19/09/2001;21;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;21/07/2016;;;;;;;;;
655;2022;MEDIO SUPERIOR;H;1;4;6/08/2007;15;MEXICANA;MÉXICO;TEXCOCO, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;2/08/2022;;;;;NI;;;;
656;2022;LICENCIATURA;H;4;2;15/02/2003;19;MEXICANA;DURANGO;LERDO, DGO.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;EXTERNO;UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS;TRONCO COMÚN AGRONÓMICAS;URUZA;DURANGO;9/06/2021;;;DURANGO;;NI;;;;
657;2022;MEDIO SUPERIOR;H;2;20;19/08/2005;17;MEXICANA;CHIAPAS;VENUSTIANO CARRANZA, CHIS.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;AMUZGO;;;
658;2022;LICENCIATURA;M;5;4;8/03/2002;20;MEXICANA;VERACRUZ;TEQUILA, VER.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;2/08/2017;;;;;;NÁHUATL;;;
659;2022;MEDIO SUPERIOR;M;8;20;25/11/2002;19;MEXICANA;VERACRUZ;TEXHUACAN, VER.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CRUO;VERACRUZ;16/08/2022;;;;;NI;;;;
660;2022;MEDIO SUPERIOR;M;3;5;4/01/2004;18;MEXICANA;VERACRUZ;TEQUILA, VER.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;19/08/2019;;;;;;NÁHUATL;;;
661;2022;LICENCIATURA;M;7;2;2/02/2000;22;MEXICANA;NAYARIT;RUIZ, NAY.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERO MECÁNICO AGRÍCOLA;CHAPINGO;MÉXICO;6/08/2018;;;;;;;;;
662;2022;MEDIO SUPERIOR;M;1;15;12/06/2007;15;MEXICANA;NAYARIT;RUIZ, NAY.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
663;2022;MEDIO SUPERIOR;M;3;30;13/01/2005;17;MEXICANA;NAYARIT;RUIZ, NAY.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;URUZA;DURANGO;12/04/2020;;;;;;CORA;;;
664;2022;MEDIO SUPERIOR;M;2;15;19/01/2006;16;MEXICANA;OAXACA;SANTO DOMINGO DE MORELOS, OAX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
665;2022;LICENCIATURA;M;4;5;28/06/2002;20;MEXICANA;MÉXICO;JIQUIPILCO, MEX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;12/09/2020;;;MÉXICO;;RI;MAZAHUA;;;
666;2022;LICENCIATURA;H;6;1;7/11/2000;21;MEXICANA;GUERRERO;OMETEPEC, GRO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN IRRIGACIÓN;INGENIERO EN IRRIGACIÓN;CHAPINGO;MÉXICO;26/08/2019;;;;;;;;;
667;2022;LICENCIATURA;M;7;2;15/12/2000;21;MEXICANA;SAN LUIS POTOSÍ;VILLA DE ARISTA, S.L.P.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN IRRIGACIÓN;INGENIERO EN IRRIGACIÓN;CHAPINGO;MÉXICO;23/07/2016;;;;;;;;;
668;2022;MEDIO SUPERIOR;H;2;4;12/01/2006;16;MEXICANA;HIDALGO;TULANCINGO DE BRAVO, HGO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
669;2022;LICENCIATURA;M;6;7;6/01/2001;21;MEXICANA;VERACRUZ;ORIZABA, VER.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN ADMINISTRACIÓN Y NEGOCIOS;CHAPINGO;MÉXICO;27/08/2019;;;;;;;;;
670;2022;LICENCIATURA;H;7;7;7/08/2001;21;MEXICANA;VERACRUZ;HUAYACOCOTLA, VER.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;22/07/2016;;;;;;;;;
671;2022;LICENCIATURA;M;6;2;24/11/1999;22;MEXICANA;VERACRUZ;HUAYACOCOTLA, VER.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;22/08/2019;;;;;;;;;
672;2022;LICENCIATURA;H;7;1;25/03/2000;22;MEXICANA;VERACRUZ;HUAYACOCOTLA, VER.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;23/07/2016;;;;;;;;;
673;2022;LICENCIATURA;M;6;1;28/01/2000;22;MEXICANA;VERACRUZ;HUAYACOCOTLA, VER.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERO FORESTAL;CHAPINGO;MÉXICO;2/08/2018;;;;;;;;;
674;2022;MEDIO SUPERIOR;M;3;12;25/11/2004;17;MEXICANA;VERACRUZ;HUAYACOCOTLA, VER.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;19/08/2019;;;;;;;;;
675;2022;LICENCIATURA;H;4;2;12/10/2003;18;MEXICANA;HIDALGO;SAN AGUSTIN METZQUITITLAN, HGO.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;HIDALGO;;NI;;;;
676;2022;LICENCIATURA;M;7;3;9/03/2001;21;MEXICANA;VERACRUZ;HUAYACOCOTLA, VER.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;23/07/2016;;;;;;;;;
677;2022;LICENCIATURA;M;5;4;27/04/2003;19;MEXICANA;QUERÉTARO;SAN JUAN DEL RIO, QRO.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;31/07/2018;;;;;;;;;
678;2022;LICENCIATURA;H;6;2;14/07/2001;21;MEXICANA;TAMAULIPAS;VALLE HERMOSO, TAMPS.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;23/08/2019;;;;;;;;;
679;2022;LICENCIATURA;M;6;2;16/08/2002;20;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;2/08/2017;;;;;;;;;
680;2022;LICENCIATURA;H;4;3;5/01/2004;18;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;21/08/2019;;;MÉXICO;;NI;;;;
681;2022;LICENCIATURA;M;5;1;27/12/2001;20;MEXICANA;QUINTANA ROO;CHETUMAL, Q.R.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;30/08/2019;;;;;;;;;
682;2022;MEDIO SUPERIOR;H;2;20;20/08/2006;16;MEXICANA;GUERRERO;TECPAN DE GALEANA, GRO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
683;2022;LICENCIATURA;M;4;4;27/03/2002;20;MEXICANA;OAXACA;SANTIAGO NUYOO, OAX.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;OAXACA;;NI;;SÍ;;
684;2022;MEDIO SUPERIOR;H;8;15;23/10/2004;17;MEXICANA;CHIAPAS;OSTUACAN, CHIS.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;URUSSE;TABASCO;5/08/2022;;;;;NI;;;SÍ;Discapacidad visual Baja Visión
685;2022;LICENCIATURA;M;7;1;7/12/1992;29;MEXICANA;OAXACA;SAN PABLO CUATRO VENADOS, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN AGROECOLOGÍA;INGENIERÍA EN AGROECOLOGÍA;CHAPINGO;MÉXICO;10/08/2018;;;;;;;;;
686;2022;MEDIO SUPERIOR;H;2;21;19/09/2006;16;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
687;2022;LICENCIATURA;M;4;5;4/11/2000;21;MEXICANA;DURANGO;DURANGO, DGO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;26/08/2019;;;DURANGO;;NI;;;;
688;2022;LICENCIATURA;M;7;2;7/04/1999;23;MEXICANA;OAXACA;SAN PEDRO MARTIR YUCUXACO, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;3/08/2018;;;;;;AKATEKO;;;
689;2022;MEDIO SUPERIOR;H;3;11;6/07/2005;17;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;;;;
690;2022;MEDIO SUPERIOR;H;2;17;24/09/2006;16;MEXICANA;PUEBLA;TEHUACAN, PUE.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
691;2022;MEDIO SUPERIOR;H;8;7;19/03/2004;18;MEXICANA;MÉXICO;TEMASCALAPA, MEX.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CHAPINGO;MÉXICO;3/08/2022;;;;;NI;;;SÍ;Discapacidad visual Baja Visión
692;2022;LICENCIATURA;H;5;1;1/02/2000;22;MEXICANA;VERACRUZ;HIDALGOTITLAN, VER.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;12/07/2020;;;;;;;;;
693;2022;LICENCIATURA;H;5;3;17/05/2002;20;MEXICANA;MÉXICO;CHICOLOAPAN, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN ECONOMÍA;CHAPINGO;MÉXICO;12/07/2020;;;;;;;;;
694;2022;LICENCIATURA;H;7;7;17/05/1999;23;MEXICANA;OAXACA;SAN MARTIN TILCAJETE, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;8/08/2017;;;;;;;;;
695;2022;MEDIO SUPERIOR;H;2;6;13/01/2006;16;MEXICANA;MORELOS;CUAUTLA, MOR.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
696;2022;MEDIO SUPERIOR;M;2;17;22/07/1998;24;MEXICANA;PUEBLA;ZAPOTITLAN DE MENDEZ, PUE.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;SÍ;;
697;2022;MEDIO SUPERIOR;M;1;21;6/07/2006;16;MEXICANA;HIDALGO;IXMIQUILPAN, HGO.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
698;2022;MEDIO SUPERIOR;M;8;5;18/04/2004;18;MEXICANA;PUEBLA;XICOTEPEC, PUE.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CHAPINGO;MÉXICO;3/08/2022;;;;;NI;;;;
699;2022;LICENCIATURA;M;6;1;31/03/2001;21;MEXICANA;VERACRUZ;MARTINEZ DE LA TORRE, VER.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS;INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS;CHAPINGO;MÉXICO;26/08/2019;;;;;;;;;
700;2022;MEDIO SUPERIOR;M;2;11;13/03/2005;17;MEXICANA;HIDALGO;TECOZAUTLA, HGO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;SÍ;;
701;2022;MEDIO SUPERIOR;H;3;11;8/03/2003;19;MEXICANA;SAN LUIS POTOSÍ;CIUDAD DEL MAIZ, S.L.P.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;20/08/2019;;;;;;;;;
702;2022;LICENCIATURA;M;7;2;14/08/2001;21;MEXICANA;VERACRUZ;MARTINEZ DE LA TORRE, VER.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;22/07/2016;;;;;;;;;
703;2022;MEDIO SUPERIOR;M;1;11;26/09/2006;16;MEXICANA;OAXACA;SAN PEDRO TOTOLAPAN, OAX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
704;2022;LICENCIATURA;M;6;3;2/01/2000;22;MEXICANA;OAXACA;SAN PEDRO TOTOLAPAN, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS;INGENIERÍA EN RECURSOS NATURALES RENOVABLES;CHAPINGO;MÉXICO;2/08/2018;;;;;;;;;
705;2022;LICENCIATURA;M;6;3;14/06/2002;20;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;31/07/2017;;;;;;;;;
706;2022;MEDIO SUPERIOR;M;1;26;13/04/2007;15;MEXICANA;SINALOA;AHOME, SIN.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;2/08/2022;;;;;NI;;SÍ;;
